"성씨, 본관별",행정구역별(시도),2015 년
유(劉),경기도,78562
유(劉),강원도,11043
유(劉),충청북도,11604
유(劉),충청남도,13671
유(劉),전라북도,11772
유(劉),전라남도,10990
유(劉),경상북도,12903
유(劉),경상남도,18105
유(劉),제주특별자치도,1711
강능,전국,8754
강능,서울특별시,2496
강능,부산광역시,330
강능,대구광역시,122
강능,인천광역시,500
강능,광주광역시,706
강능,대전광역시,468
강능,울산광역시,74
강능,세종특별자치시,30
강능,경기도,2435
강능,강원도,96
강능,충청북도,202
강능,충청남도,288
강능,전라북도,166
강능,전라남도,308
강능,경상북도,257
강능,경상남도,244
강능,제주특별자치도,32
강릉,전국,236871
강릉,서울특별시,45558
강릉,부산광역시,11992
강릉,대구광역시,7630
강릉,인천광역시,15134
강릉,광주광역시,6952
강릉,대전광역시,7542
강릉,울산광역시,5039
강릉,세종특별자치시,904
강릉,경기도,62211
강릉,강원도,9999
강릉,충청북도,10433
강릉,충청남도,11674
강릉,전라북도,10328
강릉,전라남도,9881
강릉,경상북도,10681
강릉,경상남도,9462
강릉,제주특별자치도,1451
거창,전국,27756
거창,서울특별시,3869
거창,부산광역시,4806
거창,대구광역시,1536
거창,인천광역시,956
거창,광주광역시,173
거창,대전광역시,595
거창,울산광역시,777
거창,세종특별자치시,72
거창,경기도,4222
거창,강원도,240
거창,충청북도,236
거창,충청남도,444
거창,전라북도,892
거창,전라남도,351
거창,경상북도,960
거창,경상남도,7516
거창,제주특별자치도,111
경주,전국,3231
경주,서울특별시,783
경주,부산광역시,140
경주,대구광역시,48
경주,인천광역시,257
경주,광주광역시,8
경주,대전광역시,97
경주,울산광역시,43
경주,세종특별자치시,6
경주,경기도,1203
경주,강원도,59
경주,충청북도,30
경주,충청남도,312
경주,전라북도,31
경주,전라남도,29
경주,경상북도,59
경주,경상남도,116
경주,제주특별자치도,10
백천,전국,8773
백천,서울특별시,2279
백천,부산광역시,195
백천,대구광역시,142
백천,인천광역시,1820
백천,광주광역시,33
백천,대전광역시,187
백천,울산광역시,92
백천,세종특별자치시,18
백천,경기도,3011
백천,강원도,182
백천,충청북도,122
백천,충청남도,287
백천,전라북도,48
백천,전라남도,57
백천,경상북도,145
백천,경상남도,127
백천,제주특별자치도,28
충주,전국,2544
충주,서울특별시,663
충주,부산광역시,80
충주,대구광역시,69
충주,인천광역시,159
충주,대전광역시,98
충주,울산광역시,57
충주,경기도,751
충주,강원도,101
충주,충청북도,274
충주,충청남도,73
충주,전라북도,26
충주,전라남도,22
충주,경상북도,118
충주,경상남도,35
충주,제주특별자치도,10
기타,전국,14582
기타,서울특별시,3447
기타,부산광역시,669
기타,대구광역시,487
기타,인천광역시,1232
기타,광주광역시,210
기타,대전광역시,320
기타,울산광역시,208
기타,세종특별자치시,42
기타,경기도,4729
기타,강원도,366
기타,충청북도,307
기타,충청남도,593
기타,전라북도,281
기타,전라남도,342
기타,경상북도,683
기타,경상남도,605
기타,제주특별자치도,69
유(庾),전국,13868
유(庾),서울특별시,3144
유(庾),부산광역시,262
유(庾),대구광역시,171
유(庾),인천광역시,828
유(庾),광주광역시,572
유(庾),대전광역시,1698
유(庾),울산광역시,98
유(庾),세종특별자치시,74
유(庾),경기도,3645
유(庾),강원도,168
유(庾),충청북도,656
유(庾),충청남도,865
유(庾),전라북도,804
유(庾),전라남도,444
유(庾),경상북도,169
유(庾),경상남도,223
유(庾),제주특별자치도,47
무송,전국,12459
무송,서울특별시,2812
무송,부산광역시,226
무송,대구광역시,154
무송,인천광역시,736
무송,광주광역시,531
무송,대전광역시,1668
무송,울산광역시,79
무송,세종특별자치시,63
무송,경기도,3052
무송,강원도,151
무송,충청북도,633
무송,충청남도,824
무송,전라북도,745
무송,전라남도,397
무송,경상북도,134
무송,경상남도,211
무송,제주특별자치도,43
기타,전국,1409
기타,서울특별시,332
기타,부산광역시,36
기타,대구광역시,17
기타,인천광역시,92
기타,광주광역시,41
기타,대전광역시,30
기타,울산광역시,19
기타,세종특별자치시,11
기타,경기도,593
기타,강원도,17
기타,충청북도,23
기타,충청남도,41
기타,전라북도,59
기타,전라남도,47
기타,경상북도,35
기타,경상남도,12
기타,제주특별자치도,0
유(柳),전국,478990
유(柳),서울특별시,108408
유(柳),부산광역시,19508
유(柳),대구광역시,8613
유(柳),인천광역시,32832
유(柳),광주광역시,11360
유(柳),대전광역시,18080
유(柳),울산광역시,4025
유(柳),세종특별자치시,2290
유(柳),경기도,138384
유(柳),강원도,13695
유(柳),충청북도,21301
유(柳),충청남도,27606
유(柳),전라북도,31039
유(柳),전라남도,10455
유(柳),경상북도,10941
유(柳),경상남도,18189
유(柳),제주특별자치도,2264
고흥,전국,52221
고흥,서울특별시,14001
고흥,부산광역시,1163
고흥,대구광역시,202
고흥,인천광역시,2922
고흥,광주광역시,3469
고흥,대전광역시,1061
고흥,울산광역시,312
고흥,세종특별자치시,165
고흥,경기도,14434
고흥,강원도,1570
고흥,충청북도,605
고흥,충청남도,1485
고흥,전라북도,6426
고흥,전라남도,2864
고흥,경상북도,500
고흥,경상남도,809
고흥,제주특별자치도,233
문화,전국,237314
문화,서울특별시,51639
문화,부산광역시,11085
문화,대구광역시,4772
문화,인천광역시,16542
문화,광주광역시,5469
문화,대전광역시,10333
문화,울산광역시,2080
문화,세종특별자치시,1173
문화,경기도,67784
문화,강원도,7389
문화,충청북도,12382
문화,충청남도,14043
문화,전라북도,10806
문화,전라남도,5113
문화,경상북도,4480
문화,경상남도,10795
문화,제주특별자치도,1429
서녕,전국,1417
서녕,서울특별시,441
서녕,부산광역시,13
서녕,대구광역시,5
서녕,인천광역시,244
서녕,광주광역시,14
서녕,대전광역시,36
서녕,경기도,494
서녕,강원도,16
서녕,충청북도,18
서녕,충청남도,89
서녕,전라북도,7
서녕,전라남도,10
서녕,경상북도,9
서녕,경상남도,8
서녕,제주특별자치도,7
서령,전국,9002
서령,서울특별시,1591
서령,부산광역시,85
서령,대구광역시,20
서령,인천광역시,957
서령,광주광역시,28
서령,대전광역시,450
서령,울산광역시,18
서령,세종특별자치시,37
서령,경기도,2197
서령,강원도,66
서령,충청북도,131
서령,충청남도,3212
서령,전라북도,58
서령,전라남도,22
서령,경상북도,62
서령,경상남도,48
서령,제주특별자치도,20
서산,전국,11833
서산,서울특별시,2649
서산,부산광역시,504
서산,대구광역시,549
서산,인천광역시,549
서산,광주광역시,1045
서산,대전광역시,305
서산,울산광역시,138
서산,세종특별자치시,50
서산,경기도,2691
서산,강원도,172
서산,충청북도,423
서산,충청남도,357
서산,전라북도,787
서산,전라남도,590
서산,경상북도,690
서산,경상남도,274
서산,제주특별자치도,60
서영,전국,1612
서영,서울특별시,517
서영,부산광역시,8
서영,대구광역시,7
서영,인천광역시,248
서영,광주광역시,11
서영,대전광역시,62
서영,울산광역시,5
서영,경기도,527
서영,강원도,24
서영,충청북도,18
서영,충청남도,121
서영,전라북도,17
서영,전라남도,10
서영,경상북도,13
서영,경상남도,13
서영,제주특별자치도,7
선산,전국,2844
선산,서울특별시,728
선산,부산광역시,89
선산,대구광역시,16
선산,인천광역시,134
선산,광주광역시,288
선산,대전광역시,110
선산,울산광역시,24
선산,세종특별자치시,14
선산,경기도,723
선산,강원도,38
선산,충청북도,29
선산,충청남도,78
선산,전라북도,267
선산,전라남도,219
선산,경상북도,40
선산,경상남도,28
선산,제주특별자치도,19
영광,전국,1057
영광,서울특별시,219
영광,부산광역시,88
영광,대구광역시,6
영광,인천광역시,49
영광,광주광역시,39
영광,대전광역시,18
영광,울산광역시,15
영광,경기도,203
영광,충청북도,25
영광,충청남도,26
영광,전라북도,273
영광,전라남도,18
영광,경상북도,11
영광,경상남도,59
전주,전국,62189
전주,서울특별시,13910
전주,부산광역시,1663
전주,대구광역시,760
전주,인천광역시,4292
전주,광주광역시,509
전주,대전광역시,1587
전주,울산광역시,516
전주,세종특별자치시,189
전주,경기도,18177
전주,강원도,1835
전주,충청북도,1862
전주,충청남도,2192
전주,전라북도,10830
전주,전라남도,803
전주,경상북도,1612
전주,경상남도,1291
전주,제주특별자치도,161
진양,전국,4628
진양,서울특별시,586
진양,부산광역시,1137
진양,대구광역시,157
진양,인천광역시,72
진양,광주광역시,20
진양,대전광역시,40
진양,울산광역시,112
진양,세종특별자치시,10
진양,경기도,589
진양,강원도,38
진양,충청북도,34
진양,충청남도,77
진양,전라북도,46
진양,전라남도,60
진양,경상북도,133
진양,경상남도,1501
진양,제주특별자치도,16
진주,전국,68901
진주,서울특별시,16073
진주,부산광역시,2489
진주,대구광역시,1097
진주,인천광역시,5180
진주,광주광역시,267
진주,대전광역시,3394
진주,울산광역시,482
진주,세종특별자치시,522
진주,경기도,23175
진주,강원도,1716
진주,충청북도,4721
진주,충청남도,4237
진주,전라북도,896
진주,전라남도,434
진주,경상북도,1445
진주,경상남도,2568
진주,제주특별자치도,205
풍산,전국,12153
풍산,서울특별시,2974
풍산,부산광역시,688
풍산,대구광역시,769
풍산,인천광역시,531
풍산,광주광역시,51
풍산,대전광역시,287
풍산,울산광역시,198
풍산,세종특별자치시,24
풍산,경기도,3225
풍산,강원도,399
풍산,충청북도,496
풍산,충청남도,213
풍산,전라북도,248
풍산,전라남도,50
풍산,경상북도,1562
풍산,경상남도,416
풍산,제주특별자치도,22
흥양,전국,5359
흥양,서울특별시,1167
흥양,부산광역시,43
흥양,대구광역시,21
흥양,인천광역시,474
흥양,광주광역시,11
흥양,대전광역시,192
흥양,울산광역시,16
흥양,세종특별자치시,65
흥양,경기도,1727
흥양,강원도,100
흥양,충청북도,257
흥양,충청남도,1083
흥양,전라북도,64
흥양,전라남도,24
흥양,경상북도,55
흥양,경상남도,53
흥양,제주특별자치도,7
기타,전국,8460
기타,서울특별시,1913
기타,부산광역시,453
기타,대구광역시,232
기타,인천광역시,638
기타,광주광역시,139
기타,대전광역시,205
기타,울산광역시,109
기타,세종특별자치시,41
기타,경기도,2438
기타,강원도,332
기타,충청북도,300
기타,충청남도,393
기타,전라북도,314
기타,전라남도,238
기타,경상북도,329
기타,경상남도,326
기타,제주특별자치도,78
육(陸),전국,23455
육(陸),서울특별시,4379
육(陸),부산광역시,1016
육(陸),대구광역시,967
육(陸),인천광역시,1039
육(陸),광주광역시,154
육(陸),대전광역시,2675
육(陸),울산광역시,331
육(陸),세종특별자치시,196
육(陸),경기도,5193
육(陸),강원도,365
육(陸),충청북도,1657
육(陸),충청남도,1181
육(陸),전라북도,1611
육(陸),전라남도,245
육(陸),경상북도,1459
육(陸),경상남도,936
육(陸),제주특별자치도,51
관성,전국,1183
관성,서울특별시,195
관성,부산광역시,47
관성,대구광역시,24
관성,인천광역시,67
관성,대전광역시,230
관성,울산광역시,15
관성,세종특별자치시,23
관성,경기도,332
관성,강원도,23
관성,충청북도,94
관성,충청남도,67
관성,전라북도,10
관성,전라남도,7
관성,경상북도,15
관성,경상남도,30
옥천,전국,21410
옥천,서울특별시,4030
옥천,부산광역시,908
옥천,대구광역시,873
옥천,인천광역시,948
옥천,광주광역시,140
옥천,대전광역시,2400
옥천,울산광역시,300
옥천,세종특별자치시,157
옥천,경기도,4666
옥천,강원도,320
옥천,충청북도,1505
옥천,충청남도,1084
옥천,전라북도,1568
옥천,전라남도,229
옥천,경상북도,1360
옥천,경상남도,878
옥천,제주특별자치도,44
기타,전국,862
기타,서울특별시,154
기타,부산광역시,61
기타,대구광역시,70
기타,인천광역시,24
기타,광주광역시,14
기타,대전광역시,45
기타,울산광역시,16
기타,세종특별자치시,16
기타,경기도,195
기타,강원도,22
기타,충청북도,58
기타,충청남도,30
기타,전라북도,33
기타,전라남도,9
기타,경상북도,84
기타,경상남도,28
기타,제주특별자치도,7
윤(尹),전국,1020547
윤(尹),서울특별시,203672
윤(尹),부산광역시,66726
윤(尹),대구광역시,47969
윤(尹),인천광역시,60483
윤(尹),광주광역시,29897
윤(尹),대전광역시,33093
윤(尹),울산광역시,22460
윤(尹),세종특별자치시,4766
윤(尹),경기도,258708
윤(尹),강원도,29123
윤(尹),충청북도,33917
윤(尹),충청남도,46500
윤(尹),전라북도,27093
윤(尹),전라남도,34330
윤(尹),경상북도,50863
윤(尹),경상남도,61911
윤(尹),제주특별자치도,9036
남원,전국,42423
남원,서울특별시,10077
남원,부산광역시,1025
남원,대구광역시,384
남원,인천광역시,2694
남원,광주광역시,2812
남원,대전광역시,1147
남원,울산광역시,320
남원,세종특별자치시,137
남원,경기도,12341
남원,강원도,600
남원,충청북도,960
남원,충청남도,2554
남원,전라북도,3746
남원,전라남도,2286
남원,경상북도,456
남원,경상남도,726
남원,제주특별자치도,158
무송,전국,14572
무송,서울특별시,3251
무송,부산광역시,603
무송,대구광역시,201
무송,인천광역시,1300
무송,광주광역시,316
무송,대전광역시,428
무송,울산광역시,138
무송,세종특별자치시,55
무송,경기도,4782
무송,강원도,260
무송,충청북도,474
무송,충청남도,1615
무송,전라북도,111
무송,전라남도,145
무송,경상북도,187
무송,경상남도,658
무송,제주특별자치도,48
예천,전국,1579
예천,서울특별시,304
예천,부산광역시,71
예천,대구광역시,192
예천,인천광역시,79
예천,대전광역시,23
예천,울산광역시,36
예천,경기도,356
예천,강원도,51
예천,충청북도,50
예천,충청남도,18
예천,전라북도,10
예천,경상북도,318
예천,경상남도,55
예천,제주특별자치도,9
칠원,전국,65098
칠원,서울특별시,11561
칠원,부산광역시,7594
칠원,대구광역시,1666
칠원,인천광역시,2539
칠원,광주광역시,1269
칠원,대전광역시,2807
칠원,울산광역시,1220
칠원,세종특별자치시,279
칠원,경기도,14110
칠원,강원도,1044
칠원,충청북도,1354
칠원,충청남도,3160
칠원,전라북도,1026
칠원,전라남도,1536
칠원,경상북도,1355
칠원,경상남도,12335
칠원,제주특별자치도,243
파주,전국,4992
파주,서울특별시,1031
파주,부산광역시,266
파주,대구광역시,223
파주,인천광역시,418
파주,광주광역시,74
파주,대전광역시,142
파주,울산광역시,93
파주,세종특별자치시,16
파주,경기도,1520
파주,강원도,146
파주,충청북도,151
파주,충청남도,239
파주,전라북도,130
파주,전라남도,115
파주,경상북도,228
파주,경상남도,170
파주,제주특별자치도,30
파평,전국,770932
파평,서울특별시,148556
파평,부산광역시,52794
파평,대구광역시,43503
파평,인천광역시,45912
파평,광주광역시,14465
파평,대전광역시,25502
파평,울산광역시,19625
파평,세종특별자치시,3766
파평,경기도,192551
파평,강원도,25240
파평,충청북도,27096
파평,충청남도,34686
파평,전라북도,20037
파평,전라남도,18549
파평,경상북도,46178
파평,경상남도,45280
파평,제주특별자치도,7192
함안,전국,7608
함안,서울특별시,1755
함안,부산광역시,176
함안,대구광역시,47
함안,인천광역시,440
함안,광주광역시,1091
함안,대전광역시,574
함안,울산광역시,43
함안,세종특별자치시,90
함안,경기도,1776
함안,강원도,66
함안,충청북도,251
함안,충청남도,500
함안,전라북도,111
함안,전라남도,472
함안,경상북도,68
함안,경상남도,132
함안,제주특별자치도,16
해남,전국,66394
해남,서울특별시,15797
해남,부산광역시,2460
해남,대구광역시,392
해남,인천광역시,3840
해남,광주광역시,9116
해남,대전광역시,937
해남,울산광역시,456
해남,세종특별자치시,166
해남,경기도,16210
해남,강원도,643
해남,충청북도,675
해남,충청남도,1327
해남,전라북도,1108
해남,전라남도,10280
해남,경상북도,576
해남,경상남도,1308
해남,제주특별자치도,1103
해평,전국,32091
해평,서울특별시,8174
해평,부산광역시,910
해평,대구광역시,733
해평,인천광역시,2196
해평,광주광역시,460
해평,대전광역시,1152
해평,울산광역시,281
해평,세종특별자치시,204
해평,경기도,10702
해평,강원도,683
해평,충청북도,2491
해평,충청남도,1729
해평,전라북도,311
해평,전라남도,481
해평,경상북도,835
해평,경상남도,589
해평,제주특별자치도,160
기타,전국,14858
기타,서울특별시,3166
기타,부산광역시,827
기타,대구광역시,628
기타,인천광역시,1065
기타,광주광역시,294
기타,대전광역시,381
기타,울산광역시,248
기타,세종특별자치시,53
기타,경기도,4360
기타,강원도,390
기타,충청북도,415
기타,충청남도,672
기타,전라북도,503
기타,전라남도,466
기타,경상북도,662
기타,경상남도,658
기타,제주특별자치도,77
은(殷),전국,16894
은(殷),서울특별시,3661
은(殷),부산광역시,551
은(殷),대구광역시,2015
은(殷),인천광역시,750
은(殷),광주광역시,490
은(殷),대전광역시,360
은(殷),울산광역시,251
은(殷),세종특별자치시,38
은(殷),경기도,4272
은(殷),강원도,254
은(殷),충청북도,241
은(殷),충청남도,342
은(殷),전라북도,1790
은(殷),전라남도,406
은(殷),경상북도,1015
은(殷),경상남도,393
은(殷),제주특별자치도,65
행주,전국,14665
행주,서울특별시,3270
행주,부산광역시,452
행주,대구광역시,1644
행주,인천광역시,655
행주,광주광역시,447
행주,대전광역시,278
행주,울산광역시,207
행주,세종특별자치시,32
행주,경기도,3684
행주,강원도,208
행주,충청북도,167
행주,충청남도,298
행주,전라북도,1723
행주,전라남도,377
행주,경상북도,833
행주,경상남도,332
행주,제주특별자치도,58
기타,전국,2229
기타,서울특별시,391
기타,부산광역시,99
기타,대구광역시,371
기타,인천광역시,95
기타,광주광역시,43
기타,대전광역시,82
기타,울산광역시,44
기타,세종특별자치시,6
기타,경기도,588
기타,강원도,46
기타,충청북도,74
기타,충청남도,44
기타,전라북도,67
기타,전라남도,29
기타,경상북도,182
기타,경상남도,61
기타,제주특별자치도,7
음(陰),전국,5604
음(陰),서울특별시,1150
음(陰),부산광역시,135
음(陰),대구광역시,194
음(陰),인천광역시,371
음(陰),광주광역시,60
음(陰),대전광역시,143
음(陰),울산광역시,53
음(陰),세종특별자치시,17
음(陰),경기도,1950
음(陰),강원도,125
음(陰),충청북도,732
음(陰),충청남도,155
음(陰),전라북도,74
음(陰),전라남도,169
음(陰),경상북도,140
음(陰),경상남도,126
음(陰),제주특별자치도,10
괴산,전국,3239
괴산,서울특별시,626
괴산,부산광역시,35
괴산,대구광역시,106
괴산,인천광역시,207
괴산,광주광역시,6
괴산,대전광역시,106
괴산,울산광역시,25
괴산,세종특별자치시,11
괴산,경기도,1175
괴산,강원도,64
괴산,충청북도,591
괴산,충청남도,99
괴산,전라북도,30
괴산,전라남도,15
괴산,경상북도,73
괴산,경상남도,63
괴산,제주특별자치도,7
죽산,전국,1766
죽산,서울특별시,373
죽산,부산광역시,83
죽산,대구광역시,11
죽산,인천광역시,118
죽산,광주광역시,50
죽산,대전광역시,28
죽산,울산광역시,23
죽산,경기도,615
죽산,강원도,50
죽산,충청북도,129
죽산,충청남도,46
죽산,전라북도,28
죽산,전라남도,145
죽산,경상북도,28
죽산,경상남도,35
기타,전국,599
기타,서울특별시,151
기타,부산광역시,17
기타,대구광역시,77
기타,인천광역시,46
기타,광주광역시,0
기타,대전광역시,9
기타,울산광역시,5
기타,세종특별자치시,6
기타,경기도,160
기타,강원도,11
기타,충청북도,12
기타,충청남도,10
기타,전라북도,16
기타,전라남도,9
기타,경상북도,39
기타,경상남도,28
기타,제주특별자치도,0
이(李),전국,7306828
이(李),서울특별시,1441796
이(李),부산광역시,469587
이(李),대구광역시,374123
이(李),인천광역시,424803
이(李),광주광역시,179688
이(李),대전광역시,230292
이(李),울산광역시,167221
이(李),세종특별자치시,30455
이(李),경기도,1856028
이(李),강원도,216909
이(李),충청북도,237914
이(李),충청남도,327336
이(李),전라북도,251483
이(李),전라남도,205798
이(李),경상북도,391378
이(李),경상남도,441464
이(李),제주특별자치도,60553
가평,전국,11936
가평,서울특별시,2442
가평,부산광역시,406
가평,대구광역시,705
가평,인천광역시,675
가평,광주광역시,60
가평,대전광역시,1282
가평,울산광역시,162
가평,세종특별자치시,91
가평,경기도,2860
가평,강원도,203
가평,충청북도,813
가평,충청남도,949
가평,전라북도,290
가평,전라남도,78
가평,경상북도,649
가평,경상남도,242
가평,제주특별자치도,29
강양,전국,9887
강양,서울특별시,1260
강양,부산광역시,1947
강양,대구광역시,1051
강양,인천광역시,263
강양,광주광역시,27
강양,대전광역시,140
강양,울산광역시,369
강양,세종특별자치시,17
강양,경기도,1268
강양,강원도,96
강양,충청북도,68
강양,충청남도,113
강양,전라북도,85
강양,전라남도,54
강양,경상북도,676
강양,경상남도,2394
강양,제주특별자치도,59
강진,전국,4175
강진,서울특별시,864
강진,부산광역시,84
강진,대구광역시,35
강진,인천광역시,265
강진,광주광역시,12
강진,대전광역시,507
강진,울산광역시,37
강진,세종특별자치시,438
강진,경기도,909
강진,강원도,62
강진,충청북도,519
강진,충청남도,273
강진,전라북도,30
강진,전라남도,11
강진,경상북도,57
강진,경상남도,65
강진,제주특별자치도,7
개성,전국,4283
개성,서울특별시,959
개성,부산광역시,108
개성,대구광역시,52
개성,인천광역시,332
개성,광주광역시,472
개성,대전광역시,71
개성,울산광역시,38
개성,세종특별자치시,9
개성,경기도,1350
개성,강원도,206
개성,충청북도,56
개성,충청남도,86
개성,전라북도,112
개성,전라남도,291
개성,경상북도,44
개성,경상남도,75
개성,제주특별자치도,22
경산,전국,6682
경산,서울특별시,870
경산,부산광역시,473
경산,대구광역시,2251
경산,인천광역시,153
경산,광주광역시,7
경산,대전광역시,80
경산,울산광역시,156
경산,세종특별자치시,12
경산,경기도,950
경산,강원도,53
경산,충청북도,60
경산,충청남도,77
경산,전라북도,20
경산,전라남도,17
경산,경상북도,1218
경산,경상남도,269
경산,제주특별자치도,16
경주,전국,1391867
경주,서울특별시,246484
경주,부산광역시,109581
경주,대구광역시,83838
경주,인천광역시,70611
경주,광주광역시,26756
경주,대전광역시,46274
경주,울산광역시,48316
경주,세종특별자치시,5972
경주,경기도,320696
경주,강원도,40893
경주,충청북도,58338
경주,충청남도,61237
경주,전라북도,35346
경주,전라남도,36968
경주,경상북도,99095
경주,경상남도,93101
경주,제주특별자치도,8361
고령,전국,1186
고령,서울특별시,390
고령,부산광역시,17
고령,대구광역시,24
고령,인천광역시,62
고령,광주광역시,6
고령,대전광역시,62
고령,울산광역시,21
고령,세종특별자치시,19
고령,경기도,318
고령,강원도,13
고령,충청북도,20
고령,충청남도,150
고령,전라북도,10
고령,전라남도,18
고령,경상북도,28
고령,경상남도,27
고부,전국,22891
고부,서울특별시,4134
고부,부산광역시,675
고부,대구광역시,202
고부,인천광역시,916
고부,광주광역시,301
고부,대전광역시,319
고부,울산광역시,167
고부,세종특별자치시,55
고부,경기도,4133
고부,강원도,235
고부,충청북도,228
고부,충청남도,379
고부,전라북도,2101
고부,전라남도,286
고부,경상북도,243
고부,경상남도,367
고부,제주특별자치도,8150
고성,전국,88587
고성,서울특별시,15138
고성,부산광역시,9273
고성,대구광역시,8243
고성,인천광역시,4020
고성,광주광역시,1318
고성,대전광역시,3083
고성,울산광역시,2279
고성,세종특별자치시,318
고성,경기도,18502
고성,강원도,1251
고성,충청북도,2155
고성,충청남도,2718
고성,전라북도,1109
고성,전라남도,1141
고성,경상북도,6852
고성,경상남도,9729
고성,제주특별자치도,1458
고흥,전국,1725
고흥,서울특별시,357
고흥,부산광역시,99
고흥,대구광역시,11
고흥,인천광역시,104
고흥,광주광역시,143
고흥,대전광역시,19
고흥,울산광역시,10
고흥,경기도,425
고흥,강원도,29
고흥,충청북도,13
고흥,충청남도,29
고흥,전라북도,49
고흥,전라남도,334
고흥,경상북도,25
고흥,경상남도,60
고흥,제주특별자치도,15
공산,전국,11684
공산,서울특별시,2330
공산,부산광역시,209
공산,대구광역시,94
공산,인천광역시,737
공산,광주광역시,26
공산,대전광역시,1533
공산,울산광역시,76
공산,세종특별자치시,263
공산,경기도,3086
공산,강원도,129
공산,충청북도,494
공산,충청남도,2287
공산,전라북도,90
공산,전라남도,45
공산,경상북도,108
공산,경상남도,143
공산,제주특별자치도,34
공주,전국,30908
공주,서울특별시,7022
공주,부산광역시,1367
공주,대구광역시,1249
공주,인천광역시,1844
공주,광주광역시,1288
공주,대전광역시,805
공주,울산광역시,525
공주,세종특별자치시,95
공주,경기도,8869
공주,강원도,858
공주,충청북도,667
공주,충청남도,1540
공주,전라북도,1283
공주,전라남도,826
공주,경상북도,1756
공주,경상남도,829
공주,제주특별자치도,85
광산,전국,40177
광산,서울특별시,8360
광산,부산광역시,1285
광산,대구광역시,1302
광산,인천광역시,1806
광산,광주광역시,7829
광산,대전광역시,599
광산,울산광역시,368
광산,세종특별자치시,108
광산,경기도,8517
광산,강원도,406
광산,충청북도,345
광산,충청남도,776
광산,전라북도,1490
광산,전라남도,5169
광산,경상북도,641
광산,경상남도,757
광산,제주특별자치도,419
광주,전국,181377
광주,서울특별시,43153
광주,부산광역시,7498
광주,대구광역시,9584
광주,인천광역시,11761
광주,광주광역시,5325
광주,대전광역시,4180
광주,울산광역시,2399
광주,세종특별자치시,645
광주,경기도,58980
광주,강원도,4054
광주,충청북도,5238
광주,충청남도,5481
광주,전라북도,5312
광주,전라남도,4687
광주,경상북도,6122
광주,경상남도,6269
광주,제주특별자치도,689
광평,전국,1752
광평,서울특별시,289
광평,부산광역시,53
광평,대구광역시,719
광평,인천광역시,46
광평,광주광역시,5
광평,대전광역시,18
광평,울산광역시,58
광평,경기도,179
광평,강원도,11
광평,충청북도,20
광평,충청남도,21
광평,전라북도,5
광평,경상북도,263
광평,경상남도,60
김해,전국,1915
김해,서울특별시,379
김해,부산광역시,188
김해,대구광역시,54
김해,인천광역시,110
김해,광주광역시,30
김해,대전광역시,47
김해,울산광역시,28
김해,세종특별자치시,5
김해,경기도,444
김해,강원도,48
김해,충청북도,46
김해,충청남도,76
김해,전라북도,110
김해,전라남도,88
김해,경상북도,81
김해,경상남도,139
김해,제주특별자치도,42
나주,전국,3910
나주,서울특별시,1016
나주,부산광역시,147
나주,대구광역시,52
나주,인천광역시,481
나주,광주광역시,23
나주,대전광역시,120
나주,울산광역시,34
나주,세종특별자치시,11
나주,경기도,1083
나주,강원도,173
나주,충청북도,61
나주,충청남도,302
나주,전라북도,100
나주,전라남도,62
나주,경상북도,119
나주,경상남도,100
나주,제주특별자치도,26
농서,전국,3136
농서,서울특별시,296
농서,부산광역시,337
농서,대구광역시,751
농서,인천광역시,95
농서,광주광역시,6
농서,대전광역시,55
농서,울산광역시,90
농서,세종특별자치시,8
농서,경기도,406
농서,강원도,53
농서,충청북도,35
농서,충청남도,72
농서,전라북도,20
농서,전라남도,21
농서,경상북도,504
농서,경상남도,376
농서,제주특별자치도,11
단성,전국,2478
단성,서울특별시,518
단성,부산광역시,42
단성,대구광역시,41
단성,인천광역시,436
단성,광주광역시,6
단성,대전광역시,28
단성,울산광역시,16
단성,경기도,1146
단성,강원도,44
단성,충청북도,27
단성,충청남도,56
단성,전라북도,11
단성,전라남도,10
단성,경상북도,60
단성,경상남도,30
단성,제주특별자치도,5
단양,전국,19001
단양,서울특별시,5150
단양,부산광역시,857
단양,대구광역시,449
단양,인천광역시,1471
단양,광주광역시,74
단양,대전광역시,1073
단양,울산광역시,222
단양,세종특별자치시,106
단양,경기도,6076
단양,강원도,607
단양,충청북도,718
단양,충청남도,982
단양,전라북도,277
단양,전라남도,95
단양,경상북도,336
단양,경상남도,410
단양,제주특별자치도,98
대흥,전국,4172
대흥,서울특별시,884
대흥,부산광역시,128
대흥,대구광역시,404
대흥,인천광역시,857
대흥,광주광역시,110
대흥,대전광역시,48
대흥,울산광역시,40
대흥,세종특별자치시,11
대흥,경기도,1031
대흥,강원도,55
대흥,충청북도,38
대흥,충청남도,87
대흥,전라북도,39
대흥,전라남도,65
대흥,경상북도,266
대흥,경상남도,103
대흥,제주특별자치도,6
덕산,전국,8305
덕산,서울특별시,1142
덕산,부산광역시,460
덕산,대구광역시,2401
덕산,인천광역시,272
덕산,광주광역시,46
덕산,대전광역시,159
덕산,울산광역시,193
덕산,세종특별자치시,31
덕산,경기도,1271
덕산,강원도,122
덕산,충청북도,121
덕산,충청남도,147
덕산,전라북도,333
덕산,전라남도,163
덕산,경상북도,1101
덕산,경상남도,296
덕산,제주특별자치도,47
