"성씨, 본관별",행정구역별(시도),2015 년
가(賈),전국,9936
가(賈),서울특별시,1606
가(賈),부산광역시,118
가(賈),대구광역시,46
가(賈),인천광역시,1349
가(賈),광주광역시,21
가(賈),대전광역시,463
가(賈),울산광역시,50
가(賈),세종특별자치시,26
가(賈),경기도,2649
가(賈),강원도,136
가(賈),충청북도,164
가(賈),충청남도,2951
가(賈),전라북도,88
가(賈),전라남도,48
가(賈),경상북도,85
가(賈),경상남도,108
가(賈),제주특별자치도,28
소주,전국,8798
소주,서울특별시,1408
소주,부산광역시,91
소주,대구광역시,39
소주,인천광역시,1221
소주,광주광역시,16
소주,대전광역시,431
소주,울산광역시,40
소주,세종특별자치시,25
소주,경기도,2331
소주,강원도,100
소주,충청북도,145
소주,충청남도,2669
소주,전라북도,63
소주,전라남도,41
소주,경상북도,71
소주,경상남도,84
소주,제주특별자치도,23
기타,전국,1138
기타,서울특별시,198
기타,부산광역시,27
기타,대구광역시,7
기타,인천광역시,128
기타,광주광역시,5
기타,대전광역시,32
기타,울산광역시,10
기타,세종특별자치시,0
기타,경기도,318
기타,강원도,36
기타,충청북도,19
기타,충청남도,282
기타,전라북도,25
기타,전라남도,7
기타,경상북도,14
기타,경상남도,24
기타,제주특별자치도,5
간(簡),전국,2520
간(簡),서울특별시,569
간(簡),부산광역시,50
간(簡),대구광역시,23
간(簡),인천광역시,301
간(簡),광주광역시,6
간(簡),대전광역시,49
간(簡),울산광역시,50
간(簡),세종특별자치시,10
간(簡),경기도,1041
간(簡),강원도,152
간(簡),충청북도,82
간(簡),충청남도,75
간(簡),전라북도,28
간(簡),전라남도,11
간(簡),경상북도,42
간(簡),경상남도,28
가평,전국,2397
가평,서울특별시,550
가평,부산광역시,42
가평,대구광역시,23
가평,인천광역시,261
가평,광주광역시,5
가평,대전광역시,46
가평,울산광역시,49
가평,세종특별자치시,10
가평,경기도,1014
가평,강원도,144
가평,충청북도,79
가평,충청남도,69
가평,전라북도,28
가평,전라남도,10
가평,경상북도,40
가평,경상남도,24
기타,전국,123
기타,서울특별시,19
기타,부산광역시,8
기타,인천광역시,40
기타,광주광역시,0
기타,대전광역시,0
기타,울산광역시,0
기타,경기도,27
기타,강원도,8
기타,충청북도,0
기타,충청남도,6
기타,전라남도,0
기타,경상북도,0
기타,경상남도,0
갈(葛),전국,2086
갈(葛),서울특별시,373
갈(葛),부산광역시,192
갈(葛),대구광역시,114
갈(葛),인천광역시,133
갈(葛),광주광역시,17
갈(葛),대전광역시,75
갈(葛),울산광역시,67
갈(葛),경기도,512
갈(葛),강원도,62
갈(葛),충청북도,60
갈(葛),충청남도,87
갈(葛),전라북도,54
갈(葛),전라남도,19
갈(葛),경상북도,79
갈(葛),경상남도,234
갈(葛),제주특별자치도,5
기타,전국,2086
기타,서울특별시,373
기타,부산광역시,192
기타,대구광역시,114
기타,인천광역시,133
기타,광주광역시,17
기타,대전광역시,75
기타,울산광역시,67
기타,경기도,512
기타,강원도,62
기타,충청북도,60
기타,충청남도,87
기타,전라북도,54
기타,전라남도,19
기타,경상북도,79
기타,경상남도,234
기타,제주특별자치도,5
감(甘),전국,6024
감(甘),서울특별시,754
감(甘),부산광역시,1180
감(甘),대구광역시,280
감(甘),인천광역시,144
감(甘),광주광역시,66
감(甘),대전광역시,97
감(甘),울산광역시,223
감(甘),세종특별자치시,8
감(甘),경기도,816
감(甘),강원도,40
감(甘),충청북도,72
감(甘),충청남도,56
감(甘),전라북도,38
감(甘),전라남도,71
감(甘),경상북도,208
감(甘),경상남도,1951
감(甘),제주특별자치도,20
창원,전국,3318
창원,서울특별시,451
창원,부산광역시,690
창원,대구광역시,214
창원,인천광역시,68
창원,광주광역시,54
창원,대전광역시,47
창원,울산광역시,103
창원,경기도,447
창원,강원도,22
창원,충청북도,39
창원,충청남도,27
창원,전라북도,14
창원,전라남도,56
창원,경상북도,150
창원,경상남도,922
창원,제주특별자치도,10
회산,전국,2277
회산,서울특별시,236
회산,부산광역시,445
회산,대구광역시,58
회산,인천광역시,54
회산,광주광역시,5
회산,대전광역시,23
회산,울산광역시,93
회산,경기도,253
회산,강원도,14
회산,충청북도,16
회산,충청남도,17
회산,전라북도,10
회산,전라남도,9
회산,경상북도,43
회산,경상남도,991
회산,제주특별자치도,8
기타,전국,429
기타,서울특별시,67
기타,부산광역시,45
기타,대구광역시,8
기타,인천광역시,22
기타,광주광역시,7
기타,대전광역시,27
기타,울산광역시,27
기타,세종특별자치시,8
기타,경기도,116
기타,강원도,0
기타,충청북도,17
기타,충청남도,12
기타,전라북도,14
기타,전라남도,6
기타,경상북도,15
기타,경상남도,38
기타,제주특별자치도,0
강(姜),전국,1176847
강(姜),서울특별시,212753
강(姜),부산광역시,99023
강(姜),대구광역시,44596
강(姜),인천광역시,61013
강(姜),광주광역시,36004
강(姜),대전광역시,35918
강(姜),울산광역시,25353
강(姜),세종특별자치시,4485
강(姜),경기도,259564
강(姜),강원도,24621
강(姜),충청북도,29124
강(姜),충청남도,46076
강(姜),전라북도,47989
강(姜),전라남도,48718
강(姜),경상북도,53289
강(姜),경상남도,116643
강(姜),제주특별자치도,31678
진산,전국,2213
진산,서울특별시,394
진산,부산광역시,304
진산,대구광역시,171
진산,인천광역시,121
진산,대전광역시,26
진산,울산광역시,48
진산,경기도,393
진산,강원도,28
진산,충청북도,40
진산,충청남도,45
진산,전라북도,20
진산,전라남도,13
진산,경상북도,188
진산,경상남도,415
진양,전국,193217
진양,서울특별시,22030
진양,부산광역시,41486
진양,대구광역시,8665
진양,인천광역시,4028
진양,광주광역시,732
진양,대전광역시,2004
진양,울산광역시,6658
진양,세종특별자치시,390
진양,경기도,23320
진양,강원도,1526
진양,충청북도,1333
진양,충청남도,2336
진양,전라북도,1644
진양,전라남도,2192
진양,경상북도,6070
진양,경상남도,68097
진양,제주특별자치도,706
진주,전국,968109
진주,서울특별시,187515
진주,부산광역시,56313
진주,대구광역시,35277
진주,인천광역시,55943
진주,광주광역시,35032
진주,대전광역시,33514
진주,울산광역시,18423
진주,세종특별자치시,4031
진주,경기도,232414
진주,강원도,22670
진주,충청북도,27403
진주,충청남도,43123
진주,전라북도,45926
진주,전라남도,46037
진주,경상북도,46464
진주,경상남도,47224
진주,제주특별자치도,30800
기타,전국,13308
기타,서울특별시,2814
기타,부산광역시,920
기타,대구광역시,483
기타,인천광역시,921
기타,광주광역시,240
기타,대전광역시,374
기타,울산광역시,224
기타,세종특별자치시,64
기타,경기도,3437
기타,강원도,397
기타,충청북도,348
기타,충청남도,572
기타,전라북도,399
기타,전라남도,476
기타,경상북도,567
기타,경상남도,907
기타,제주특별자치도,172
강(康),전국,91625
강(康),서울특별시,17666
강(康),부산광역시,4233
강(康),대구광역시,2647
강(康),인천광역시,4781
강(康),광주광역시,738
강(康),대전광역시,3316
강(康),울산광역시,1303
강(康),세종특별자치시,934
강(康),경기도,20267
강(康),강원도,2251
강(康),충청북도,1998
강(康),충청남도,3625
강(康),전라북도,3545
강(康),전라남도,766
강(康),경상북도,3151
강(康),경상남도,2057
강(康),제주특별자치도,18347
곡산,전국,29107
곡산,서울특별시,4820
곡산,부산광역시,1844
곡산,대구광역시,248
곡산,인천광역시,1307
곡산,광주광역시,166
곡산,대전광역시,600
곡산,울산광역시,424
곡산,세종특별자치시,243
곡산,경기도,5238
곡산,강원도,590
곡산,충청북도,529
곡산,충청남도,698
곡산,전라북도,481
곡산,전라남도,201
곡산,경상북도,380
곡산,경상남도,724
곡산,제주특별자치도,10614
신천,전국,52945
신천,서울특별시,10596
신천,부산광역시,1867
신천,대구광역시,1869
신천,인천광역시,2679
신천,광주광역시,511
신천,대전광역시,2345
신천,울산광역시,742
신천,세종특별자치시,655
신천,경기도,12516
신천,강원도,1401
신천,충청북도,1253
신천,충청남도,2679
신천,전라북도,2884
신천,전라남도,475
신천,경상북도,2021
신천,경상남도,1040
신천,제주특별자치도,7412
재령,전국,3401
재령,서울특별시,713
재령,부산광역시,174
재령,대구광역시,330
재령,인천광역시,285
재령,광주광역시,5
재령,대전광역시,170
재령,울산광역시,63
재령,세종특별자치시,8
재령,경기도,741
재령,강원도,53
재령,충청북도,85
재령,충청남도,98
재령,전라북도,40
재령,전라남도,13
재령,경상북도,478
재령,경상남도,137
재령,제주특별자치도,8
진주,전국,1354
진주,서울특별시,327
진주,부산광역시,88
진주,대구광역시,30
진주,인천광역시,128
진주,광주광역시,11
진주,대전광역시,70
진주,울산광역시,14
진주,세종특별자치시,6
진주,경기도,422
진주,강원도,75
진주,충청북도,31
진주,충청남도,38
진주,전라북도,16
진주,전라남도,17
진주,경상북도,27
진주,경상남도,40
진주,제주특별자치도,14
기타,전국,4818
기타,서울특별시,1210
기타,부산광역시,260
기타,대구광역시,170
기타,인천광역시,382
기타,광주광역시,45
기타,대전광역시,131
기타,울산광역시,60
기타,세종특별자치시,22
기타,경기도,1350
기타,강원도,132
기타,충청북도,100
기타,충청남도,112
기타,전라북도,124
기타,전라남도,60
기타,경상북도,245
기타,경상남도,116
기타,제주특별자치도,299
견(甄),전국,1251
견(甄),서울특별시,218
견(甄),부산광역시,32
견(甄),대구광역시,32
견(甄),인천광역시,122
견(甄),대전광역시,13
견(甄),울산광역시,8
견(甄),경기도,592
견(甄),강원도,24
견(甄),충청북도,93
견(甄),충청남도,33
견(甄),전라남도,16
견(甄),경상북도,37
견(甄),경상남도,20
견(甄),제주특별자치도,8
기타,전국,1251
기타,서울특별시,218
기타,부산광역시,32
기타,대구광역시,32
기타,인천광역시,122
기타,대전광역시,13
기타,울산광역시,8
기타,경기도,592
기타,강원도,24
기타,충청북도,93
기타,충청남도,33
기타,전라남도,16
기타,경상북도,37
기타,경상남도,20
기타,제주특별자치도,8
경(慶),전국,13012
경(慶),서울특별시,3070
경(慶),부산광역시,468
경(慶),대구광역시,270
경(慶),인천광역시,828
경(慶),광주광역시,27
경(慶),대전광역시,376
경(慶),울산광역시,113
경(慶),세종특별자치시,40
경(慶),경기도,4342
경(慶),강원도,729
경(慶),충청북도,1336
경(慶),충청남도,448
경(慶),전라북도,103
경(慶),전라남도,52
경(慶),경상북도,215
경(慶),경상남도,566
경(慶),제주특별자치도,29
청주,전국,12474
청주,서울특별시,2939
청주,부산광역시,445
청주,대구광역시,261
청주,인천광역시,782
청주,광주광역시,23
청주,대전광역시,364
청주,울산광역시,108
청주,세종특별자치시,39
청주,경기도,4145
청주,강원도,711
청주,충청북도,1324
청주,충청남도,423
청주,전라북도,101
청주,전라남도,33
청주,경상북도,204
청주,경상남도,546
청주,제주특별자치도,26
기타,전국,538
기타,서울특별시,131
기타,부산광역시,23
기타,대구광역시,9
기타,인천광역시,46
기타,광주광역시,0
기타,대전광역시,12
기타,울산광역시,5
기타,세종특별자치시,0
기타,경기도,197
기타,강원도,18
기타,충청북도,12
기타,충청남도,25
기타,전라북도,0
기타,전라남도,19
기타,경상북도,11
기타,경상남도,20
기타,제주특별자치도,0
경(景),전국,3923
경(景),서울특별시,1057
경(景),부산광역시,110
경(景),대구광역시,102
경(景),인천광역시,312
경(景),광주광역시,58
경(景),대전광역시,84
경(景),울산광역시,41
경(景),세종특별자치시,18
경(景),경기도,1135
경(景),강원도,53
경(景),충청북도,63
경(景),충청남도,87
경(景),전라북도,570
경(景),전라남도,84
경(景),경상북도,103
경(景),경상남도,41
경(景),제주특별자치도,5
시산,전국,1347
시산,서울특별시,301
시산,부산광역시,18
시산,대구광역시,21
시산,인천광역시,108
시산,광주광역시,38
시산,대전광역시,24
시산,울산광역시,12
시산,세종특별자치시,7
시산,경기도,339
시산,강원도,13
시산,충청북도,22
시산,충청남도,27
시산,전라북도,385
시산,전라남도,13
시산,경상북도,16
태인,전국,1223
태인,서울특별시,371
태인,부산광역시,51
태인,대구광역시,69
태인,인천광역시,106
태인,광주광역시,9
태인,대전광역시,22
태인,세종특별자치시,6
태인,경기도,294
태인,강원도,17
태인,충청북도,27
태인,충청남도,32
태인,전라북도,79
태인,전라남도,58
태인,경상북도,65
태인,경상남도,13
해주,전국,1033
해주,서울특별시,290
해주,부산광역시,29
해주,대구광역시,12
해주,인천광역시,67
해주,광주광역시,9
해주,대전광역시,34
해주,울산광역시,10
해주,경기도,396
해주,강원도,6
해주,충청북도,14
해주,충청남도,22
해주,전라북도,94
해주,전라남도,12
해주,경상북도,10
해주,경상남도,21
기타,전국,320
기타,서울특별시,95
기타,부산광역시,12
기타,인천광역시,31
기타,광주광역시,0
기타,대전광역시,0
기타,울산광역시,19
기타,세종특별자치시,5
기타,경기도,106
기타,강원도,17
기타,충청남도,6
기타,전라북도,12
기타,전라남도,0
기타,경상북도,12
기타,경상남도,7
기타,제주특별자치도,5
계(桂),전국,6636
계(桂),서울특별시,1820
계(桂),부산광역시,352
계(桂),대구광역시,145
계(桂),인천광역시,1085
계(桂),광주광역시,35
계(桂),대전광역시,133
계(桂),울산광역시,50
계(桂),세종특별자치시,18
계(桂),경기도,1977
계(桂),강원도,241
계(桂),충청북도,144
계(桂),충청남도,143
계(桂),전라북도,65
계(桂),전라남도,36
계(桂),경상북도,216
계(桂),경상남도,135
계(桂),제주특별자치도,41
수안,전국,6056
수안,서울특별시,1668
수안,부산광역시,303
수안,대구광역시,122
수안,인천광역시,1034
수안,광주광역시,23
수안,대전광역시,118
수안,울산광역시,46
수안,세종특별자치시,17
수안,경기도,1832
수안,강원도,235
수안,충청북도,125
수안,충청남도,126
수안,전라북도,51
수안,전라남도,26
수안,경상북도,184
수안,경상남도,120
수안,제주특별자치도,26
기타,전국,580
기타,서울특별시,152
기타,부산광역시,49
기타,대구광역시,23
기타,인천광역시,51
기타,광주광역시,12
기타,대전광역시,15
기타,울산광역시,0
기타,세종특별자치시,0
기타,경기도,145
기타,강원도,6
기타,충청북도,19
기타,충청남도,17
기타,전라북도,14
기타,전라남도,10
기타,경상북도,32
기타,경상남도,15
기타,제주특별자치도,15
고(高),전국,471396
고(高),서울특별시,91060
고(高),부산광역시,23273
고(高),대구광역시,10564
고(高),인천광역시,30791
고(高),광주광역시,18177
고(高),대전광역시,13098
고(高),울산광역시,8425
고(高),세종특별자치시,1736
고(高),경기도,111403
고(高),강원도,14959
고(高),충청북도,12430
고(高),충청남도,16943
고(高),전라북도,24171
고(高),전라남도,19125
고(高),경상북도,13941
고(高),경상남도,19365
고(高),제주특별자치도,41935
개성,전국,18247
개성,서울특별시,3923
개성,부산광역시,1323
개성,대구광역시,1862
개성,인천광역시,1057
개성,광주광역시,49
개성,대전광역시,355
개성,울산광역시,367
개성,세종특별자치시,44
개성,경기도,4350
개성,강원도,322
개성,충청북도,577
개성,충청남도,807
개성,전라북도,80
개성,전라남도,72
개성,경상북도,2403
개성,경상남도,602
개성,제주특별자치도,54
안동,전국,2279
안동,서울특별시,259
안동,부산광역시,197
안동,대구광역시,614
안동,인천광역시,43
안동,광주광역시,10
안동,대전광역시,41
안동,울산광역시,120
안동,세종특별자치시,7
안동,경기도,367
안동,강원도,34
안동,충청북도,19
안동,충청남도,22
안동,전라북도,11
안동,경상북도,415
안동,경상남도,113
안동,제주특별자치도,5
장택,전국,38539
장택,서울특별시,8503
장택,부산광역시,1923
장택,대구광역시,365
장택,인천광역시,2138
장택,광주광역시,3691
장택,대전광역시,615
장택,울산광역시,424
장택,세종특별자치시,78
장택,경기도,8950
장택,강원도,423
장택,충청북도,352
장택,충청남도,726
장택,전라북도,2266
장택,전라남도,6034
장택,경상북도,381
장택,경상남도,1388
장택,제주특별자치도,282
장흥,전국,75517
장흥,서울특별시,15915
장흥,부산광역시,4236
장흥,대구광역시,1728
장흥,인천광역시,3393
장흥,광주광역시,10026
장흥,대전광역시,1401
장흥,울산광역시,945
장흥,세종특별자치시,218
장흥,경기도,16274
장흥,강원도,1056
장흥,충청북도,910
장흥,충청남도,1963
장흥,전라북도,3548
장흥,전라남도,6046
장흥,경상북도,1575
장흥,경상남도,5916
장흥,제주특별자치도,367
제주,전국,310542
제주,서울특별시,57539
제주,부산광역시,14362
제주,대구광역시,5137
제주,인천광역시,22500
제주,광주광역시,4101
제주,대전광역시,10100
제주,울산광역시,5834
제주,세종특별자치시,1297
제주,경기도,74753
제주,강원도,10603
제주,충청북도,8577
제주,충청남도,12632
제주,전라북도,17535
제주,전라남도,6508
제주,경상북도,7699
제주,경상남도,10453
제주,제주특별자치도,40912
청주,전국,6300
청주,서울특별시,1283
청주,부산광역시,209
청주,대구광역시,177
청주,인천광역시,459
청주,광주광역시,39
청주,대전광역시,187
청주,울산광역시,101
청주,세종특별자치시,31
청주,경기도,1697
청주,강원도,168
청주,충청북도,1058
청주,충청남도,204
청주,전라북도,179
청주,전라남도,107
청주,경상북도,190
청주,경상남도,170
청주,제주특별자치도,41
횡성,전국,9996
횡성,서울특별시,1661
횡성,부산광역시,314
횡성,대구광역시,362
횡성,인천광역시,553
횡성,광주광역시,33
횡성,대전광역시,158
횡성,울산광역시,364
횡성,세종특별자치시,18
횡성,경기도,2500
횡성,강원도,2015
횡성,충청북도,675
횡성,충청남도,220
횡성,전라북도,35
횡성,전라남도,42
횡성,경상북도,822
횡성,경상남도,200
횡성,제주특별자치도,24
기타,전국,9976
기타,서울특별시,1977
기타,부산광역시,709
기타,대구광역시,319
기타,인천광역시,648
기타,광주광역시,228
기타,대전광역시,241
기타,울산광역시,270
기타,세종특별자치시,43
기타,경기도,2512
기타,강원도,338
기타,충청북도,262
기타,충청남도,369
기타,전라북도,517
기타,전라남도,316
기타,경상북도,456
기타,경상남도,523
기타,제주특별자치도,250
공(孔),전국,91869
공(孔),서울특별시,16205
공(孔),부산광역시,9453
공(孔),대구광역시,3876
공(孔),인천광역시,5563
공(孔),광주광역시,2953
공(孔),대전광역시,2128
공(孔),울산광역시,2115
공(孔),세종특별자치시,278
공(孔),경기도,21704
공(孔),강원도,1567
공(孔),충청북도,1778
공(孔),충청남도,3112
공(孔),전라북도,2776
공(孔),전라남도,3621
공(孔),경상북도,3770
공(孔),경상남도,10341
공(孔),제주특별자치도,629
곡부,전국,89331
곡부,서울특별시,15693
곡부,부산광역시,9295
곡부,대구광역시,3799
곡부,인천광역시,5353
곡부,광주광역시,2918
곡부,대전광역시,2045
곡부,울산광역시,2076
곡부,세종특별자치시,268
곡부,경기도,21015
곡부,강원도,1486
곡부,충청북도,1693
곡부,충청남도,2984
곡부,전라북도,2699
곡부,전라남도,3538
곡부,경상북도,3669
곡부,경상남도,10184
곡부,제주특별자치도,616
기타,전국,2538
기타,서울특별시,512
기타,부산광역시,158
기타,대구광역시,77
기타,인천광역시,210
기타,광주광역시,35
기타,대전광역시,83
기타,울산광역시,39
기타,세종특별자치시,10
기타,경기도,689
기타,강원도,81
기타,충청북도,85
기타,충청남도,128
기타,전라북도,77
기타,전라남도,83
기타,경상북도,101
기타,경상남도,157
기타,제주특별자치도,13
곽(郭),전국,203188
곽(郭),서울특별시,37861
곽(郭),부산광역시,15088
곽(郭),대구광역시,16016
곽(郭),인천광역시,10280
곽(郭),광주광역시,5835
곽(郭),대전광역시,6981
곽(郭),울산광역시,4284
곽(郭),세종특별자치시,962
곽(郭),경기도,45476
곽(郭),강원도,5034
곽(郭),충청북도,8025
곽(郭),충청남도,8232
곽(郭),전라북도,6284
곽(郭),전라남도,8590
곽(郭),경상북도,8732
곽(郭),경상남도,14338
곽(郭),제주특별자치도,1170
선산,전국,8325
선산,서울특별시,1631
선산,부산광역시,294
선산,대구광역시,172
선산,인천광역시,455
선산,광주광역시,25
선산,대전광역시,1611
선산,울산광역시,72
선산,세종특별자치시,62
선산,경기도,1948
선산,강원도,97
선산,충청북도,1064
선산,충청남도,369
선산,전라북도,137
선산,전라남도,37
선산,경상북도,181
선산,경상남도,151
선산,제주특별자치도,19
청주,전국,20713
청주,서울특별시,4696
청주,부산광역시,496
청주,대구광역시,432
청주,인천광역시,1324
청주,광주광역시,139
청주,대전광역시,751
청주,울산광역시,209
청주,세종특별자치시,253
청주,경기도,5992
청주,강원도,1140
청주,충청북도,2083
청주,충청남도,1944
청주,전라북도,174
청주,전라남도,139
청주,경상북도,391
청주,경상남도,487
청주,제주특별자치도,63
포산,전국,1166
포산,서울특별시,164
포산,부산광역시,136
포산,대구광역시,272
포산,인천광역시,40
포산,광주광역시,5
포산,대전광역시,21
포산,울산광역시,32
포산,경기도,193
포산,강원도,8
포산,충청북도,9
포산,충청남도,24
포산,전라북도,24
포산,경상북도,91
포산,경상남도,142
해미,전국,3025
해미,서울특별시,761
해미,부산광역시,88
해미,대구광역시,9
해미,인천광역시,156
해미,광주광역시,658
해미,대전광역시,53
해미,울산광역시,13
해미,세종특별자치시,8
해미,경기도,678
해미,강원도,18
해미,충청북도,33
해미,충청남도,48
해미,전라북도,59
해미,전라남도,367
해미,경상북도,10
해미,경상남도,41
해미,제주특별자치도,25
현풍,전국,166608
현풍,서울특별시,29923
현풍,부산광역시,13881
현풍,대구광역시,15025
현풍,인천광역시,8061
현풍,광주광역시,4945
현풍,대전광역시,4480
현풍,울산광역시,3897
현풍,세종특별자치시,632
현풍,경기도,35651
현풍,강원도,3619
현풍,충청북도,4727
현풍,충청남도,5717
현풍,전라북도,5791
현풍,전라남도,7920
현풍,경상북도,7942
현풍,경상남도,13345
현풍,제주특별자치도,1052
기타,전국,3351
기타,서울특별시,686
기타,부산광역시,193
기타,대구광역시,106
기타,인천광역시,244
기타,광주광역시,63
기타,대전광역시,65
기타,울산광역시,61
기타,세종특별자치시,7
기타,경기도,1014
기타,강원도,152
기타,충청북도,109
기타,충청남도,130
기타,전라북도,99
기타,전라남도,127
기타,경상북도,117
기타,경상남도,172
기타,제주특별자치도,11
구(丘),전국,15382
구(丘),서울특별시,3855
구(丘),부산광역시,162
구(丘),대구광역시,126
구(丘),인천광역시,974
구(丘),광주광역시,60
구(丘),대전광역시,1175
구(丘),울산광역시,110
구(丘),세종특별자치시,106
구(丘),경기도,4781
구(丘),강원도,217
구(丘),충청북도,348
구(丘),충청남도,2432
구(丘),전라북도,539
구(丘),전라남도,93
구(丘),경상북도,224
구(丘),경상남도,130
구(丘),제주특별자치도,50
평해,전국,15297
평해,서울특별시,3824
평해,부산광역시,161
평해,대구광역시,125
평해,인천광역시,971
평해,광주광역시,60
평해,대전광역시,1167
평해,울산광역시,110
평해,세종특별자치시,106
평해,경기도,4762
평해,강원도,214
평해,충청북도,344
평해,충청남도,2422
평해,전라북도,537
평해,전라남도,92
평해,경상북도,224
평해,경상남도,128
평해,제주특별자치도,50
기타,전국,85
기타,서울특별시,31
기타,부산광역시,0
기타,대구광역시,0
기타,인천광역시,0
기타,대전광역시,8
기타,경기도,19
기타,강원도,0
기타,충청북도,0
기타,충청남도,10
기타,전라북도,0
기타,전라남도,0
기타,경상남도,0
구(具),전국,193080
구(具),서울특별시,35002
구(具),부산광역시,17709
구(具),대구광역시,15187
구(具),인천광역시,11054
구(具),광주광역시,5072
구(具),대전광역시,5120
구(具),울산광역시,4245
구(具),세종특별자치시,626
구(具),경기도,42791
구(具),강원도,3115
구(具),충청북도,5101
구(具),충청남도,7629
구(具),전라북도,5101
구(具),전라남도,4535
구(具),경상북도,9776
구(具),경상남도,20237
구(具),제주특별자치도,780
능성,전국,108209
능성,서울특별시,22912
능성,부산광역시,4862
능성,대구광역시,6759
능성,인천광역시,8322
능성,광주광역시,3084
능성,대전광역시,3923
능성,울산광역시,1387
능성,세종특별자치시,437
능성,경기도,29594
능성,강원도,2008
능성,충청북도,4053
능성,충청남도,6117
능성,전라북도,2605
능성,전라남도,2412
능성,경상북도,4093
능성,경상남도,5370
능성,제주특별자치도,271
능주,전국,62574
능주,서울특별시,8710
능주,부산광역시,9043
능주,대구광역시,7611
능주,인천광역시,1882
능주,광주광역시,1884
능주,대전광역시,856
능주,울산광역시,2232
능주,세종특별자치시,123
능주,경기도,9389
능주,강원도,720
능주,충청북도,780
능주,충청남도,1055
능주,전라북도,1732
능주,전라남도,1912
능주,경상북도,4812
능주,경상남도,9415
능주,제주특별자치도,418
릉성,전국,1460
릉성,서울특별시,366
릉성,부산광역시,43
릉성,대구광역시,94
릉성,인천광역시,210
릉성,광주광역시,7
릉성,대전광역시,26
릉성,울산광역시,9
릉성,세종특별자치시,8
릉성,경기도,441
릉성,강원도,38
릉성,충청북도,37
릉성,충청남도,35
릉성,전라북도,10
릉성,전라남도,28
릉성,경상북도,48
릉성,경상남도,51
릉성,제주특별자치도,9
창원,전국,13339
창원,서울특별시,1764
창원,부산광역시,2776
창원,대구광역시,439
창원,인천광역시,289
창원,광주광역시,43
창원,대전광역시,161
창원,울산광역시,410
창원,세종특별자치시,17
창원,경기도,1922
창원,강원도,171
창원,충청북도,111
창원,충청남도,174
창원,전라북도,595
창원,전라남도,94
창원,경상북도,500
창원,경상남도,3827
창원,제주특별자치도,46
회산,전국,2762
회산,서울특별시,331
회산,부산광역시,549
회산,대구광역시,43
회산,인천광역시,55
회산,광주광역시,6
회산,대전광역시,27
회산,울산광역시,84
회산,세종특별자치시,8
회산,경기도,321
회산,강원도,13
회산,충청북도,15
회산,충청남도,42
회산,전라북도,15
회산,전라남도,12
회산,경상북도,60
회산,경상남도,1178
기타,전국,4736
기타,서울특별시,919
기타,부산광역시,436
기타,대구광역시,241
기타,인천광역시,296
기타,광주광역시,48
기타,대전광역시,127
기타,울산광역시,123
기타,세종특별자치시,33
기타,경기도,1124
기타,강원도,165
기타,충청북도,105
기타,충청남도,206
기타,전라북도,144
기타,전라남도,77
기타,경상북도,263
기타,경상남도,396
기타,제주특별자치도,36
국(鞠),전국,20547
국(鞠),서울특별시,4479
국(鞠),부산광역시,562
국(鞠),대구광역시,227
국(鞠),인천광역시,1071
국(鞠),광주광역시,1818
국(鞠),대전광역시,653
국(鞠),울산광역시,191
국(鞠),세종특별자치시,61
국(鞠),경기도,5014
국(鞠),강원도,203
국(鞠),충청북도,215
국(鞠),충청남도,1036
국(鞠),전라북도,3262
국(鞠),전라남도,1000
국(鞠),경상북도,290
국(鞠),경상남도,384
국(鞠),제주특별자치도,81
담양,전국,19089
담양,서울특별시,4112
담양,부산광역시,510
담양,대구광역시,204
담양,인천광역시,994
담양,광주광역시,1713
담양,대전광역시,616
담양,울산광역시,174
담양,세종특별자치시,56
담양,경기도,4638
담양,강원도,187
담양,충청북도,203
담양,충청남도,882
담양,전라북도,3187
담양,전라남도,943
담양,경상북도,257
담양,경상남도,340
담양,제주특별자치도,73
기타,전국,1458
기타,서울특별시,367
기타,부산광역시,52
기타,대구광역시,23
기타,인천광역시,77
기타,광주광역시,105
기타,대전광역시,37
기타,울산광역시,17
기타,세종특별자치시,5
기타,경기도,376
기타,강원도,16
기타,충청북도,12
기타,충청남도,154
기타,전라북도,75
기타,전라남도,57
기타,경상북도,33
기타,경상남도,44
기타,제주특별자치도,8
권(權),전국,705941
권(權),서울특별시,128754
권(權),부산광역시,46491
권(權),대구광역시,59078
권(權),인천광역시,36297
권(權),광주광역시,7051
권(權),대전광역시,18972
권(權),울산광역시,21683
권(權),세종특별자치시,2594
권(權),경기도,163222
권(權),강원도,25715
권(權),충청북도,24746
권(權),충청남도,21916
권(權),전라북도,17065
권(權),전라남도,9276
권(權),경상북도,80640
권(權),경상남도,39593
권(權),제주특별자치도,2848
안동,전국,696317
안동,서울특별시,126500
안동,부산광역시,45886
안동,대구광역시,58332
안동,인천광역시,35672
안동,광주광역시,6987
안동,대전광역시,18814
안동,울산광역시,21404
안동,세종특별자치시,2560
안동,경기도,160912
안동,강원도,25421
안동,충청북도,24458
안동,충청남도,21701
안동,전라북도,16905
안동,전라남도,9160
안동,경상북도,79586
안동,경상남도,39210
안동,제주특별자치도,2809
예천,전국,4531
예천,서울특별시,1038
예천,부산광역시,257
예천,대구광역시,469
예천,인천광역시,258
예천,광주광역시,10
예천,대전광역시,63
예천,울산광역시,170
