행정구역별(읍면동),2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019
행정구역별(읍면동),총인구 (명),남자 (명),여자 (명),총인구 (명),남자 (명),여자 (명),총인구 (명),남자 (명),여자 (명),총인구 (명),남자 (명),여자 (명),총인구 (명),남자 (명),여자 (명)
면부,635226,316723,318503,633468,317269,316199,638462,320225,318237,645300,325343,319957,651493,329594,321899
동부,1440014,726379,713635,1442576,728519,714057,1433141,723609,709532,1421814,717777,704037,1410079,712125,697954
포항시,511804,259502,252302,510360,258761,251599,506909,256835,250074,504382,255904,248478,502064,254874,247190
남구,243870,126467,117403,242145,125688,116457,239044,124208,114836,236268,123019,113249,233172,121579,111593
북구,267934,133035,134899,268215,133073,135142,267865,132627,135238,268114,132885,135229,268892,133295,135597
경주시,262310,133092,129218,262769,133627,129142,262264,133171,129093,264282,134464,129818,264314,134636,129678
김천시,137540,68528,69012,139709,69796,69913,140765,70240,70525,139894,69916,69978,139902,70085,69817
안동시,168581,83170,85411,167664,82775,84889,165704,81894,83810,162186,80331,81855,160344,79503,80841
구미시,421075,216825,204250,422237,217689,204548,423003,218610,204393,422195,218189,204006,420319,217387,202932
영주시,109266,54737,54529,108950,54801,54149,108443,54415,54028,107034,53582,53452,105235,52678,52557
영천시,97669,49573,48096,97295,49542,47753,97675,49918,47757,98686,50648,48038,100487,51762,48725
상주시,98760,48392,50368,99484,49042,50442,98189,48296,49893,97558,48056,49502,96641,47669,48972
문경시,71863,35180,36683,71038,34785,36253,70016,34275,35741,68895,33777,35118,68542,33614,34928
경산시,278500,140493,138007,279751,141235,138516,282626,142697,139929,284517,143489,141028,290088,146429,143659
군위군,22012,11000,11012,22079,11183,10896,22230,11309,10921,22277,11417,10860,22206,11434,10772
의성군,51021,24577,26444,50683,24529,26154,50082,24203,25879,49621,24008,25613,49477,24114,25363
청송군,24732,12185,12547,24593,12121,12472,24441,12056,12385,24160,11985,12175,23958,11929,12029
영양군,16781,8069,8712,16755,8064,8691,16579,7980,8599,16559,7992,8567,16146,7832,8314
영덕군,36539,17416,19123,36765,17773,18992,36148,17427,18721,36096,17444,18652,35672,17342,18330
청도군,41596,19840,21756,41612,19993,21619,41278,19885,21393,40878,19745,21133,41054,19891,21163
고령군,34117,17588,16529,33417,17432,15985,33094,17236,15858,32660,17092,15568,32191,16961,15230
성주군,41179,20981,20198,41388,21337,20051,41225,21271,19954,41299,21388,19911,41314,21570,19744
칠곡군,122462,63739,58723,122613,63820,58793,121778,63665,58113,120983,63530,57453,118517,62074,56443
예천군,42702,20782,21920,44212,21586,22626,46321,22674,23647,51082,25000,26082,53020,25971,27049
봉화군,31628,15563,16065,31262,15391,15871,31082,15350,15732,30872,15297,15575,30308,15056,15252
울진군,49387,25085,24302,49043,25054,23989,48504,24852,23652,48057,24778,23279,47651,24745,22906
울릉군,8770,4720,4050,8490,4661,3829,8702,4824,3878,8729,4837,3892,8704,4848,3856
경상남도,3334524,1698737,1635787,3339633,1701849,1637784,3345293,1702150,1643143,3350350,1703904,1646446,3347209,1703892,1643317
읍부,458732,230993,227739,474414,238842,235572,493742,248558,245184,506847,255243,251604,509697,256954,252743
면부,684929,348055,336874,681147,347360,333787,687237,349557,337680,694866,354256,340610,700689,358337,342352
동부,2190863,1119689,1071174,2184072,1115647,1068425,2164314,1104035,1060279,2148637,1094405,1054232,2136823,1088601,1048222
진주시,349788,174628,175160,352807,176431,176376,353209,176672,176537,352333,176228,176105,354166,176860,177306
통영시,137208,70701,66507,136035,70259,65776,132962,68376,64586,131407,67572,63835,129931,67013,62918
사천시,113335,57815,55520,112394,57423,54971,111655,57102,54553,112248,57715,54533,111110,57277,53833
김해시,534124,274843,259281,532912,274082,258830,536456,275718,260738,539401,277024,262377,549331,282374,266957
밀양시,103069,50357,52712,103941,50820,53121,103894,50665,53229,103762,50572,53190,103402,50463,52939
거제시,261371,142297,119074,262986,143047,119939,257847,139356,118491,252889,135648,117241,251226,135173,116053
양산시,297532,150294,147238,310731,156708,154023,332596,167514,165082,344993,173852,171141,347221,175280,171941
창원시,1059241,541834,517407,1053551,538272,515279,1045559,533529,512030,1044215,532363,511852,1036862,528300,508562
의창구,255200,130777,124423,250789,128324,122465,250560,128181,122379,251931,128682,123249,256001,130662,125339
성산구,234908,122454,112454,230552,120387,110165,226726,118239,108487,225894,117727,108167,219951,114488,105463
마산합포구,178945,89461,89484,179019,89518,89501,178751,89417,89334,178431,89077,89354,177579,88712,88867
마산회원구,208766,105597,103169,208288,104929,103359,202864,101910,100954,197683,99217,98466,192446,96351,96095
진해구,181422,93545,87877,184903,95114,89789,186658,95782,90876,190276,97660,92616,190885,98087,92798
의령군,27069,13021,14048,26568,12858,13710,26292,12747,13545,26401,12837,13564,26040,12736,13304
함안군,69355,36055,33300,68799,35975,32824,67906,35444,32462,67520,35459,32061,66611,34951,31660
창녕군,61635,30805,30830,61979,31208,30771,62544,31527,31017,62703,31746,30957,62370,31701,30669
고성군,53882,27420,26462,53123,27181,25942,52439,26681,25758,51778,26326,25452,50887,25867,25020
남해군,44248,21277,22971,43568,21120,22448,42986,20813,22173,42696,20796,21900,42169,20688,21481
하동군,44918,21951,22967,43927,21499,22428,43441,21214,22227,43001,21043,21958,42583,21017,21566
산청군,34034,16359,17675,33765,16262,17503,34033,16459,17574,34122,16597,17525,33579,16247,17332
함양군,38454,18378,20076,38076,18167,19909,37942,18185,19757,38005,18230,19775,37384,18088,19296
거창군,60464,29567,30897,60658,29778,30880,60083,29491,30592,60020,29398,30622,59888,29499,30389
합천군,44797,21135,23662,43813,20759,23054,43449,20657,22792,42856,20498,22358,42449,20358,22091
제주특별자치도,605619,304789,300830,623332,314133,309199,641757,324015,317742,658282,333019,325263,665048,336598,328450
읍부,129134,66136,62998,134561,69198,65363,141557,72832,68725,147773,76399,71374,151015,78247,72768
면부,31078,16064,15014,31890,16534,15356,33683,17417,16266,35323,18331,16992,35474,18405,17069
동부,445407,222589,222818,456881,228401,228480,466517,233766,232751,475186,238289,236897,478559,239946,238613
제주시,451758,226801,224957,462286,232228,230058,472399,237860,234539,482932,243656,239276,487688,246161,241527
서귀포시,153861,77988,75873,161046,81905,79141,169358,86155,83203,175350,89363,85987,177360,90437,86923
